Event Time (UTC),Analytics Event Type,Latitude,Longitude,GPS Time (UTC),Device OS,Device OS Version,Device Model,Device Language,City Name,Country / Region,App Version
2019-12-29 18:11:47.010,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:11:46.000,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:11:49.981,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:11:49.000,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:11:09.122,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:11:08.998,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:11:12.224,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:11:11.998,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:13:10.440,custom,29.633333333333333,-95.4,2019-12-29 18:13:09.999,ios,12.4.2,"iPhone7,1",en_US,houston,US,1.218.10009
2019-12-29 18:13:31.940,custom,29.633333333333333,-95.4,2019-12-29 18:13:30.999,ios,12.4.2,"iPhone7,1",en_US,houston,US,1.218.10009
2019-12-29 18:06:24.731,tap,29.627521941465908,-95.40608857767228,2019-12-29 18:06:23.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:24.735,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:23.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:24.944,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:23.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:24.982,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:23.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:25.129,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:24.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:25.591,tap,29.627521941465908,-95.40608857767228,2019-12-29 18:06:24.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:24.908,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:23.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:25.054,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:23.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:24.906,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:23.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:24.950,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:23.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:25.116,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:24.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:25.121,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:24.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.344,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.179,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.177,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.178,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.378,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.188,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:25.592,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:24.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.180,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.379,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.349,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.641,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.625,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.623,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.626,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.626,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.640,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.639,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.637,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.627,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:28.286,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:27.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:26.643,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:27.044,tap,29.627521941465908,-95.40608857767228,2019-12-29 18:06:25.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:28.300,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:27.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:05.890,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:04.998,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:18.910,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:17.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:07.758,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:06.998,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:04.805,tap,29.627521941465908,-95.40608857767228,2019-12-29 18:06:03.998,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:17.447,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:16.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:05.005,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:03.998,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:05.890,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:04.998,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:05.871,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:04.998,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:23.727,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:22.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:23.735,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:22.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:23.713,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:22.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:23.723,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:22.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:06:23.725,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:06:22.997,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:05:25.314,impression,29.633333333333333,-95.4,2019-12-29 18:05:24.998,ios,12.4.2,"iPhone7,1",en_US,houston,US,1.218.10009
2019-12-29 18:05:25.314,impression,29.633333333333333,-95.4,2019-12-29 18:05:24.998,ios,12.4.2,"iPhone7,1",en_US,houston,US,1.218.10009
2019-12-29 18:05:25.314,impression,29.633333333333333,-95.4,2019-12-29 18:05:24.998,ios,12.4.2,"iPhone7,1",en_US,houston,US,1.218.10009
2019-12-29 18:02:32.656,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:02:31.998,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:02:30.949,tap,29.627521941465908,-95.40608857767228,2019-12-29 18:02:29.998,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.431,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.445,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.446,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.512,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.510,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.511,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.726,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.447,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.512,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.731,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.448,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.513,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:21.867,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:20.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:21.870,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:20.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.759,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:21.876,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:20.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:20.761,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:19.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:21.873,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:20.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:22.342,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:21.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:21.872,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:20.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:21.871,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:20.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:21.864,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:20.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:22.349,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:21.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:22.359,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:21.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:22.364,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:21.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:22.362,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:21.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:22.346,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:21.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:22.362,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:21.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:22.345,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:21.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:22.348,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:21.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:22.360,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:21.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:25.087,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:24.993,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:23.010,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:21.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:00.429,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:08:59.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:00.086,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:08:59.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:00.693,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:08:59.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:01.595,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:00.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:00.690,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:08:59.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:00.697,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:08:59.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:00.696,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:08:59.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:00.440,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:08:59.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:00.694,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:08:59.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:01.618,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:00.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:01.624,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:00.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:01.598,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:00.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:01.614,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:00.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:01.610,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:00.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:01.612,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:00.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:02.210,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:01.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:01.628,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:00.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:01.626,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:00.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:02.212,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:01.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:02.209,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:01.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:01.624,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:00.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:03.343,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:02.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:03.069,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:02.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:03.064,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:02.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:03.061,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:02.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:03.063,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:02.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:03.065,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:02.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:02.212,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:01.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:02.246,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:01.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.860,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:03.349,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:02.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:03.346,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:02.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:03.349,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:02.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.299,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.346,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.342,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:03.345,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:02.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.306,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.857,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.879,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.877,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.876,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.873,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.861,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:04.862,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:03.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:08.319,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:07.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:11.971,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:10.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:12.996,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:11.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:13.000,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:11.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:12.924,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:11.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:12.930,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:11.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:13.003,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:11.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:14.856,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:13.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:13.625,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:12.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:13.627,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:12.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:12.997,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:11.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:13.005,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:11.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:14.849,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:13.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:14.859,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:13.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:14.858,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:13.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:17.162,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:16.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:17.142,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:16.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:14.861,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:13.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:17.157,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:16.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:17.160,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:16.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:17.144,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:16.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:17.161,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:16.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:17.160,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:16.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:17.163,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:16.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
2019-12-29 18:09:18.896,impression,29.627521941465908,-95.40608857767228,2019-12-29 18:09:17.994,ios,12.4.2,iPhone 6 Plus,en_US,houston,US,1.218.10009
